Sea_area,Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon
동해,2011-08,24.0823,32.7639,4.9074,0.0323,0.0714,1.2143,5.3214
동해,2011-08,24.5367,32.1596,4.8614,,,,
동해,2011-08,26.6248,32.3009,4.6807,0.0323,,2.0714,3.1786
동해,2011-08,25.1072,32.1577,4.8149,,,,
동해,2011-08,25.0552,32.7044,4.8241,,0.0714,1.5714,2.0357
동해,2011-08,26.6044,32.0953,4.6927,,,,
동해,2011-08,26.2668,32.5737,4.7271,0.0645,,1.8571,4.3929
동해,2011-08,24.6008,32.1877,4.8617,,,,
동해,2011-08,24.2895,32.9953,4.8752,0.0323,,2.0714,5.5357
동해,2011-08,24.1562,32.3866,4.8784,,,,
동해,2011-08,24.7164,32.6314,4.8554,0.0323,0.0714,1.7857,2.0357
동해,2011-08,24.3735,32.5552,4.8557,,,,
동해,2011-08,24.5374,32.4401,4.8448,,,,
서해,2011-08,19.52,32.17,5.9229,0.4571,0.6169,6.254,8.3391
서해,2011-08,22.61,32.09,,,,,
서해,2011-08,23.42,32.01,4.815,0.4916,0.8551,8.445,9.713
서해,2011-08,24.77,31.88,,,,,
서해,2011-08,24.08,31.37,5.8661,0.6247,0.0964,1.906,8.0087
서해,2011-08,24.9,31.35,,,,,
서해,2011-08,24.73,31.18,5.2553,0.2401,0.0806,2.248,4.5826
서해,2011-08,24.84,31.5,,,,,
서해,2011-08,24.5,31.83,5.1701,0.2361,0.2362,2.84,4.4522
서해,2011-08,24.33,31.78,5.4258,,,,
서해,2011-08,23.93,31.99,5.5536,,,,
서해,2011-08,23.99,31.9,5.1843,0.2554,0.1632,4.827,6.3739
서해,2011-08,23.693,31.69,,,,,
서해,2011-08,24.0,31.84,5.5252,0.2961,0.0229,5.687,4.9652
서해,2011-08,24.17,31.846,,,,,
서해,2011-08,24.864,31.94,6.9882,0.3365,0.1994,6.55,10.3652
서해,2011-08,24.378,31.96,,,,,
서해,2011-08,24.1,31.855,5.8235,0.0442,0.1009,6.6960000000000015,11.3304
서해,2011-08,24.1612,30.594,,,,,
서해,2011-08,24.762,30.109,7.1728,0.3069,0.18,6.398,5.7913
동해,2011-08,24.6783,31.6589,4.8558,,,,
동해,2011-08,24.4357,31.5775,4.8875,,,,
동해,2011-08,24.5719,32.2007,4.8498,,,1.7857,1.5
동해,2011-08,24.6736,32.2969,4.8384,,,,
동해,2011-08,26.5279,32.0746,4.7371,0.0323,,2.2143,1.8214
동해,2011-08,26.7688,31.8038,4.6828,,,,
서해,2012-08,21.8698,31.5186,5.6814,0.2948,0.239,1.5409,1.4104
서해,2012-08,26.124,31.8474,,,,,
서해,2012-08,27.3231,31.8229,5.1688,0.0915,0.1108,1.9027,2.2336
서해,2012-08,26.0819,31.9009,,,,,
서해,2012-08,27.4527,31.8489,5.2542,0.6521,0.0768,1.5257,3.1588
동중국해,2012-08,27.1597,30.4797,4.7714,0.001,0.071,1.543,4.923
서해,2012-08,29.0326,31.1401,,,,,
서해,2012-08,28.816,30.8184,4.8698,0.5135,0.0265,1.9577,1.536
동중국해,2012-08,26.719,30.0329,4.9382,0.002,0.10400000000000001,0.755,2.843
서해,2012-08,28.4901,31.336,4.7986,,,,
동중국해,2012-08,27.4754,30.1089,4.5999,,0.098,1.36,2.067
동중국해,2012-08,26.8225,29.2986,4.6871,0.002,0.218,1.05,2.694
서해,2012-08,28.5671,30.2784,4.7416,,,,
서해,2012-08,28.6138,30.3102,4.5565,0.3751,0.0478,14.3912,1.2373
동중국해,2012-08,27.7306,29.9981,4.9405,0.019,0.036000000000000004,0.878,3.4330000000000003
서해,2012-08,28.6824,30.425,,,,,
동중국해,2012-08,27.8811,30.7336,4.6841,0.002,0.027000000000000003,0.008,4.187
서해,2012-08,28.6661,30.6719,4.7701,0.1956,0.0684,1.7844,0.7869
서해,2012-08,28.6287,30.6689,,,,,
동중국해,2012-08,27.5643,31.6461,5.1918,0.009000000000000001,0.016,0.797,4.773
서해,2012-08,28.8611,30.8626,4.8555,0.0659,0.0355,2.3847,1.6389
동중국해,2012-08,28.2483,31.487,4.7138,0.002,0.10099999999999999,0.052000000000000005,4.369
서해,2012-08,28.8272,30.3316,,,,,
서해,2012-08,26.6578,31.4076,5.4821,0.1336,0.1504,2.1015,1.1352
동중국해,2012-08,28.458,31.709,4.8287,0.012,0.015,1.083,3.584
서해,2012-08,24.9589,31.575,,,,,
동중국해,2012-08,28.4317,31.6432,4.8539,0.024,0.025,1.111,3.334
서해,2012-08,25.3466,31.5596,5.5817,0.189,0.0538,8.7346,2.3547
동중국해,2012-08,29.2125,31.4438,5.622000000000001,0.031,0.034,3.987,2.1
동중국해,2012-08,28.382,31.8211,4.8869,0.002,0.028999999999999998,1.457,2.793
동중국해,2012-08,28.5396,32.0916,4.631,0.016,0.035,1.005,2.767
동중국해,2012-08,28.4484,31.8905,4.942,0.014,0.019,1.253,3.071
동중국해,2012-08,28.3442,31.6315,4.8013,0.002,0.017,0.026,4.261
동중국해,2012-08,28.4239,31.3765,4.6883,0.002,0.022000000000000002,0.927,4.11
동중국해,2012-08,28.1441,30.4648,4.8862,0.002,0.033,0.056,4.003
동중국해,2012-08,27.7767,29.9937,5.1394,0.004,0.016,0.7020000000000001,1.664
동중국해,2012-08,27.639,30.3843,4.7982,0.002,0.016,0.041,2.635
동중국해,2012-08,27.8348,30.2708,5.2527,0.002,0.026000000000000002,1.004,2.813
동중국해,2012-08,27.9518,30.5683,4.6593,0.002,0.036000000000000004,0.008,2.94
동중국해,2012-08,26.9861,30.6841,4.7164,0.002,0.024,0.632,2.252
동중국해,2012-08,27.5181,32.0734,4.7725,0.002,0.047,0.643,0.349
동중국해,2012-08,27.5563,31.1973,5.5635,0.002,0.047,0.064,1.348
동중국해,2012-08,27.704,31.352,5.6769,0.002,0.039,0.952,2.997
동중국해,2012-08,28.0571,31.7984,4.6317,0.002,0.026000000000000002,0.135,2.185
동중국해,2012-08,28.27,30.7149,4.5751,0.002,0.025,0.578,4.703
동중국해,2012-08,27.8471,30.4284,4.6883,0.002,0.028999999999999998,0.055,2.316
동중국해,2012-08,28.3786,31.0782,4.6315,0.002,0.028999999999999998,0.848,3.919
동중국해,2012-08,28.0592,31.3078,4.9143,0.002,0.011000000000000001,0.024,1.65
동중국해,2012-08,28.2566,30.7981,5.1501,0.002,0.04,0.735,4.5310000000000015
동중국해,2012-08,28.4815,31.3842,5.1759,0.002,0.023,0.484,3.902
서해,2012-08,26.4631,30.6344,5.9662,0.4693,0.4479,1.4240000000000002,10.0719
서해,2012-08,25.7519,31.1196,,,,,
서해,2012-08,27.0579,30.6456,5.3966,0.3689,0.1376,8.3656,5.4414
서해,2012-08,28.3856,30.286,,,,,
서해,2012-08,28.5028,29.5526,4.6135,0.2708,0.04,5.1658,2.3321
서해,2012-08,28.5935,29.5237,,,,,
서해,2012-08,28.6564,29.7396,4.5138,0.1744,0.0249,1.1386,3.1161
서해,2012-08,28.636,29.4328,,,,,
서해,2012-08,28.6404,29.2522,4.642,0.1955,0.0339,1.5266,4.2914
서해,2012-08,28.5857,29.4664,4.6277,,,,
서해,2012-08,28.5456,29.3288,4.6989,,,,
서해,2012-08,27.943,30.2185,4.7701,0.5208,0.0663,9.2282,4.4224
서해,2012-08,27.9153,30.0719,,,,,
서해,2012-08,28.2157,29.493,4.7986,0.1013,0.0627,4.925,2.6046
서해,2012-08,28.0391,29.8079,,,,,
서해,2012-08,28.0912,30.1231,4.8983,0.2368,0.1742,9.898,2.5446
서해,2012-08,28.0112,30.1232,,,,,
서해,2012-08,27.9136,30.2625,4.9267,0.2537,0.0704,7.4351,2.278
서해,2012-08,26.8629,30.1086,,,,,
서해,2012-08,23.9495,30.8798,5.3824,0.2985,0.2377,8.8393,3.7713
서해,2012-08,25.7411,30.4321,,,,,
서해,2012-08,27.0875,30.0365,4.9125,0.343,0.1531,10.2051,3.1175
서해,2012-08,28.2577,29.6477,,,,,
서해,2012-08,28.1123,29.6748,5.0691,0.3541,0.1518,9.6491,6.9827
서해,2012-08,28.163,30.2112,4.7416,,,,
서해,2012-08,27.7076,28.932,4.9125,,,,
서해,2012-08,27.6744,28.5947,5.1403,0.1753,0.2789,2.8491,2.2552
서해,2012-08,28.4376,27.9537,,,,,
서해,2012-08,28.0658,29.621,5.0122,0.2903,0.0639,2.09,2.6538
서해,2012-08,28.542,29.3254,,,,,
서해,2012-08,28.7059,29.254,5.0976,0.2553,0.1756,1.8405,3.2834
서해,2012-08,28.4868,29.2591,,,,,
서해,2012-08,27.7526,29.8213,5.2115,0.1605,0.055999999999999994,1.3553,2.4297
서해,2012-08,25.0348,31.2347,,,,,
남해,2012-08,27.7534,31.9616,6.8571,0.079,0.15,0.458,4.083
남해,2012-08,28.0503,32.0093,,,,,
남해,2012-08,28.4797,31.8289,4.8571,0.054000000000000006,0.057,0.225,1.462
동해,2012-08,25.0204,32.9963,4.8529,,,1.4286,2.071
동해,2012-08,25.0799,33.0095,4.7327,,,,
남해,2012-08,28.3225,31.6321,5.0,0.04,0.105,0.241,3.252
동해,2012-08,25.5724,33.5517,4.6816,,,0.2857,3.068
남해,2012-08,28.8558,31.8733,,,,,
동해,2012-08,25.8521,33.6502,4.6296,,,,
남해,2012-08,27.0947,32.0615,5.7143,0.084,0.152,0.14,2.128
남해,2012-08,26.4915,32.0755,,,,,
동해,2012-08,24.382,33.0059,5.0164,,,0.3571,2.78
남해,2012-08,27.7814,31.941,4.8,0.054000000000000006,0.09699999999999999,0.204,3.884
남해,2012-08,28.0402,31.9389,,,,,
동해,2012-08,23.9172,33.4351,4.9238,,,,
남해,2012-08,27.6895,31.7018,,,,,
동해,2012-08,25.3148,33.5961,4.6985,,,0.5,2.5
남해,2012-08,27.7561,31.4367,,,,,
남해,2012-08,27.4764,31.5529,4.8286,0.042,0.08900000000000001,0.43,5.077
남해,2012-08,28.2591,31.396,,,,,
남해,2012-08,29.3551,32.3356,,,,,
남해,2012-08,29.5673,32.2585,,,,,
동해,2012-08,26.9086,32.7396,4.4637,,,0.2143,2.639
남해,2012-08,29.2495,31.9526,,,,,
동해,2012-08,26.7838,32.7792,4.4384,,,,
남해,2012-08,27.2357,31.0619,5.4286,0.053,0.134,0.152,2.048
동해,2012-08,24.9573,32.6878,4.9356,,,0.2143,1.64
남해,2012-08,26.4734,31.5942,,,,,
남해,2012-08,27.4107,32.1601,4.8286,0.14800000000000002,0.142,0.21,3.507
남해,2012-08,27.2695,32.0205,,,,,
동해,2012-08,22.1324,32.9439,5.2155,,,,
남해,2012-08,26.9008,32.1803,,,,,
남해,2012-08,26.9683,32.0966,,,,,
남해,2012-08,25.1382,31.9167,4.9714,0.158,0.106,0.106,2.041
동해,2012-08,23.9089,33.3012,4.8488,,,0.2857,2.067
남해,2012-08,26.0107,31.4798,,,,,
동해,2012-08,24.1194,33.4934,4.8355,,,,
남해,2012-08,26.3229,31.044,5.2571,0.185,0.133,0.095,2.436
동해,2012-08,23.6135,33.3966,4.8222,0.0323,,0.3571,2.278
동해,2012-08,23.3612,33.4295,4.9110000000000005,,,,
동해,2012-08,25.1789,33.3925,4.6923,,,0.4286,2.782
동해,2012-08,25.0921,33.1118,4.7525,,,,
동해,2012-08,24.7146,33.1315,4.6181,,,,
동해,2012-08,24.0896,33.2133,4.7836,,0.0714,0.1429,2.912
동해,2012-08,24.334,33.3491,4.7185,,,,
동해,2012-08,22.0593,33.4177,4.9733,,,0.2143,2.826
동해,2012-08,22.4279,32.9706,5.0317,,,,
동해,2012-08,23.9314,32.5383,4.84,,,0.5714,2.718
동해,2012-08,24.6593,32.5437,4.6361,,,,
동해,2012-08,24.4827,32.5416,4.6654,,,0.2857,1.68
동해,2012-08,26.2061,32.3576,4.4518,,,,
동해,2012-08,26.0067,32.6022,4.4643,,,0.3571,1.804
동해,2012-08,26.2217,32.7811,4.5104,,,,
동해,2012-08,26.0871,32.688,4.6447,,,0.2857,2.289
동해,2012-08,26.5262,32.6046,4.5227,,,,
동해,2012-08,26.5225,33.032,4.4910000000000005,,,,
동해,2012-08,26.4525,32.7087,4.5236,,,0.2143,1.61
동해,2012-08,26.121,32.7608,4.5465,,,,
동해,2012-08,26.3137,32.8558,4.507,,,0.0714,2.017
동해,2012-08,26.268,32.9295,4.5172,,,,
동해,2012-08,24.7787,32.2778,4.7177,,,0.1429,1.556
동해,2012-08,27.0142,32.1263,4.3995,,,,
동해,2012-08,25.6487,32.1287,4.4981,0.2258,0.0714,1.2857,9.281
동해,2012-08,19.1156,33.0276,5.1121,,,,
동해,2012-08,20.567,32.8419,5.3434,,,0.2857,1.805
동해,2012-08,21.9416,33.0285,4.9919,,,,
동해,2012-08,21.9433,33.0927,4.9805,,,,
동중국해,2013-08,29.0263,30.6648,4.6846,,0.0878,0.4418,3.7352
동중국해,2013-08,29.2897,30.184,4.7164,0.0078,0.0421,0.6085,2.9594
동중국해,2013-08,28.8469,29.5748,4.5752,,0.1001,1.0711,1.8067
동중국해,2013-08,28.6391,29.6416,4.7731,0.0071,0.0606,0.3006,2.5529
동중국해,2013-08,28.8289,29.6622,4.8576,,0.101,0.6798,1.4479
동중국해,2013-08,28.3617,29.4724,4.5752,,0.1308,0.8104,2.0195
동중국해,2013-08,28.632,31.3047,4.462,0.0312,0.0562,,0.634
동중국해,2013-08,28.2741,32.4054,4.4623,,0.0597,0.2843,1.1907
동중국해,2013-08,27.9377,31.7976,5.0828,,0.0395,0.0442,0.4138
동중국해,2013-08,28.6075,28.1933,5.3988,0.0142,0.4399,0.614,0.8098
동중국해,2013-08,28.0826,30.611,6.119,,0.0641,0.4615,0.5398
동중국해,2013-08,28.5188,29.8926,4.8287,,0.1624,1.3255,0.7155
동중국해,2013-08,28.3717,28.9684,4.8852,0.005,0.3775,2.2806,1.7866
동중국해,2013-08,28.8711,28.4708,4.7984,0.0128,0.1168,0.3432,1.7326
동중국해,2013-08,29.1586,29.0452,4.8015,,0.0817,0.6578,1.8268
동중국해,2013-08,28.7687,28.9525,4.688,0.0159,0.1038,0.4369,2.2914
동중국해,2013-08,28.5919,29.012,4.9699,0.008,0.0923,0.3001,1.8186
동중국해,2013-08,28.7357,29.4304,4.5166,,0.0399,0.2486,1.0302
동중국해,2013-08,29.3134,29.982,4.7445,,0.0577,0.6717,2.1534
동중국해,2013-08,29.3307,30.0664,4.829,,0.087,1.2749,3.1279
동중국해,2013-08,29.3897,29.9391,4.6599,,0.0559,0.7531,3.435
동중국해,2013-08,28.3484,30.6064,5.0533,,0.0479,0.2433,0.8312
동중국해,2013-08,29.2469,30.1153,4.7997,,0.0257,0.119,2.2893
동중국해,2013-08,28.8136,29.0018,4.5449,,0.2209,0.9844,2.4433
동중국해,2013-08,29.0246,28.8344,4.5186,,0.0568,0.3939,1.3436
동중국해,2013-08,29.575,29.3261,4.5733,,0.0204,0.1045,0.8547
동중국해,2013-08,29.7697,29.8438,4.7143,0.0545,0.0248,,0.6761
동중국해,2013-08,29.7216,30.2667,4.5727,,0.0266,0.1838,0.016
동중국해,2013-08,29.5275,29.2515,4.9122,,0.0396,0.231,1.4234
동중국해,2013-08,30.0378,30.0268,4.6586,,0.0387,0.1426,1.2286
동중국해,2013-08,30.2414,30.0909,4.7126,,0.0504,0.7557,4.1160000000000005
동중국해,2013-08,30.6636,30.0079,4.6903,0.0254,0.0108,0.4092,1.9563
서해,2013-08,23.7395,30.762,5.7328,0.0489,0.4128,0.8069,2.8555
서해,2013-08,24.587,30.89,,,,,
서해,2013-08,28.2108,30.9633,5.6895,,0.0635,0.6897,2.204
서해,2013-08,28.2529,30.9844,,,,,
서해,2013-08,28.4469,30.9385,5.5018,0.1954,0.0571,0.6931,3.0088
서해,2013-08,29.1405,30.9629,,,,,
서해,2013-08,29.1174,30.908,5.3718,0.2222,0.0174,0.3842,1.9057
서해,2013-08,28.9187,30.7832,5.4296,,,,
서해,2013-08,28.7972,30.117,5.1697,,,,
서해,2013-08,28.7811,30.5622,6.0217,0.2106,0.0368,0.3842,8.8069
서해,2013-08,29.0198,30.8627,,,,,
서해,2013-08,29.0498,31.053,5.2274,0.1844,0.003,0.3523,3.0677
서해,2013-08,28.9203,31.2387,,,,,
서해,2013-08,28.9875,31.035,4.8231,0.1948,0.0041,0.6586,1.4075
서해,2013-08,29.2582,30.9003,,,,,
서해,2013-08,29.1811,30.8636,4.9675,0.0136,0.0348,0.5024,2.952
서해,2013-08,27.5349,30.8832,,,,,
서해,2013-08,27.4379,30.7759,5.7184,0.5858,0.0396,1.0801,3.9712
동해,2013-08,25.79,31.563,5.0,,0.6415,0.6497,0.0419
동해,2013-08,25.64,31.487,5.0,,,,
동해,2013-08,26.65,31.818,4.85,,1.62,0.8131,0.0061
동해,2013-08,27.51,31.931,4.62,,,,
동해,2013-08,28.04,32.855,4.83,,0.8289,0.3988,0.0087
동해,2013-08,28.48,33.544000000000004,4.05,,,,
동해,2013-08,28.68,33.571,4.68,,1.6006,0.3788,0.0138
동해,2013-08,26.77,33.214,4.94,,4.2194,0.4505,0.0422
동해,2013-08,26.58,33.386,4.67,,,,
동해,2013-08,25.9,32.969,4.9,0.0515,5.1972,0.7627,0.0258
동해,2013-08,26.16,32.217,5.33,,,,
동해,2013-08,27.97,32.97,4.48,0.0126,1.3306,0.6273,0.0336
동해,2013-08,27.92,32.921,4.47,,,,
동해,2013-08,27.76,32.441,4.59,,1.8312,0.5277,0.0086
동해,2013-08,27.81,32.457,4.57,,,,
동해,2013-08,27.98,31.74,4.61,,0.7642,0.6487,0.0164
동해,2013-08,25.71,31.839,5.04,0.0032,0.5952,0.7557,0.0095
서해,2013-08,29.0792,31.2702,5.2274,0.259,0.033,0.4143,3.5566
서해,2013-08,29.3535,31.0531,,,,,
서해,2013-08,29.578000000000007,31.0495,4.8375,0.0549,0.0582,0.4936,3.5084
서해,2013-08,29.5821,31.0511,,,,,
서해,2013-08,29.7111,31.1071,5.1408,0.0552,0.0306,0.848,2.1346
서해,2013-08,29.382,30.6527,,,,,
서해,2013-08,29.4053,30.9832,5.0541,0.1056,0.016,0.3394,2.1175
서해,2013-08,29.2664,30.7593,,,,,
서해,2013-08,29.0937,30.8461,4.9675,0.0272,0.0252,1.1313,2.0338
서해,2013-08,28.6547,30.7671,5.083,,,,
서해,2013-08,29.132,30.5171,5.1119,,,,
서해,2013-08,29.5092,30.5041,4.9675,0.1004,0.0239,0.7191,3.6187
서해,2013-08,29.5045,30.5691,,,,,
서해,2013-08,29.429,30.5641,4.9242,0.3536,0.0041,0.6872,2.8186
서해,2013-08,29.3938,30.3622,,,,,
서해,2013-08,29.8554,30.69,4.7942,0.2227,0.0377,0.5539999999999999,2.4962
서해,2013-08,29.8103,30.8425,,,,,
서해,2013-08,29.8389,31.0496,4.7509,0.038,0.0387,0.333,2.8098
서해,2013-08,27.2536,31.3327,,,,,
서해,2013-08,26.4535,31.3757,5.4152,0.1518,0.0591,0.6485,6.5345
동해,2013-08,25.27,32.085,5.3,,,,
동해,2013-08,25.48,32.038000000000004,5.34,,0.322,0.6658,0.0345
동해,2013-08,26.97,32.033,5.19,,,,
동해,2013-08,27.44,32.282,4.54,,1.4943,0.495,0.0233
동해,2013-08,26.9,32.058,4.79,,,,
동해,2013-08,28.01,32.346,4.49,,0.9215,0.5529,0.0207
동해,2013-08,27.82,32.113,4.5,,,,
서해,2013-08,29.6132,31.0244,,,,,
동해,2013-08,25.38,32.86,10.76,0.0294,5.6308,0.7927,0.0267
서해,2013-08,29.61,30.8332,4.8953,0.0982,0.0077,0.7465,4.1392
서해,2013-08,29.4399,30.56,,,,,
동해,2013-08,26.57,33.15,4.76,,,,
서해,2013-08,29.8104,30.8447,5.0108,0.0707,0.0122,0.5038,3.555
동해,2013-08,26.91,33.28,4.68,,,,
서해,2013-08,29.617,30.5566,4.6065,,,,
서해,2013-08,29.4642,31.0487,4.8809,,,,
서해,2013-08,29.6312,31.1378,4.6931,0.1609,0.0663,0.5416,3.1178
동해,2013-08,27.28,33.006,5.08,,,,
서해,2013-08,28.4939,31.2745,,,,,
동해,2013-08,26.69,33.126,4.57,0.0095,3.892,0.8598,0.0224
서해,2013-08,25.823,31.5407,5.704,0.2103,0.0443,0.6937,7.7285
동해,2013-08,27.04,33.147,4.5,,,,
서해,2013-08,27.8465,31.6083,,,,,
서해,2013-08,26.9831,31.375,5.5884,0.1837,0.0182,0.7518,7.0144
서해,2013-08,22.8925,31.7281,,,,,
서해,2013-08,18.0715,32.2233,5.4585,0.2758,0.0288,0.6292,6.7107
서해,2013-08,26.1631,31.7719,,,,,
동해,2013-08,28.08,33.599000000000004,4.52,,,,
동해,2013-08,27.63,33.544000000000004,4.45,,1.421,0.4175,0.0607
동해,2013-08,27.46,33.271,4.58,,,,
동해,2013-08,26.79,33.25,4.73,,1.9404,0.381,0.044
동해,2013-08,24.75,32.946,5.13,,,,
동해,2013-08,25.25,32.834,5.31,,4.5695,0.3859,0.0185
동해,2013-08,25.63,32.811,5.3,,,,
동해,2013-08,24.42,32.431,5.16,,4.2874,0.4778,0.0255
동해,2013-08,22.2,33.013000000000005,5.94,,,,
동해,2013-08,25.34,33.376999999999995,6.44,,5.6935,0.6445,0.0345
동해,2013-08,25.21,32.963,6.05,0.0063,2.8994,0.9084,0.0388
동해,2013-08,25.95,32.532,5.67,,,,
동해,2013-08,25.78,33.244,5.87,,,,
동해,2013-08,25.81,33.394,6.37,,,,
동해,2013-08,23.49,33.393,6.53,,5.8712,0.8075,0.0413
동해,2013-08,24.45,32.098,5.29,,,,
동해,2013-08,27.35,31.392,4.63,,3.7009,0.4370000000000001,0.0475
동해,2013-08,26.43,32.565,4.67,,,,
동해,2013-08,25.07,33.289,4.78,,3.29,1.0077,0.0677
동해,2013-08,22.98,33.385,4.93,,,,
동해,2013-08,26.97,33.181,4.68,,3.2155,0.7656,0.0405
동해,2013-08,28.41,30.977,4.44,,,,
동해,2013-08,29.26,30.728,4.27,,4.0213,0.6992,0.0317
동해,2013-08,28.65,30.983,4.31,,,,
동해,2013-08,25.32,31.614,4.87,,1.703,0.501,0.0493
동해,2013-08,23.95,31.96,4.57,,,,
동해,2013-08,22.13,32.802,5.92,,1.2751,0.3718,0.0677
동해,2013-08,22.5,32.856,6.21,,1.7233,0.6098,0.0449
동해,2013-08,22.82,33.3,5.97,,,,
동해,2013-08,19.49,33.103,6.09,,,,
동해,2013-08,25.41,31.319000000000006,5.01,,,,
동해,2013-08,27.46,30.734,4.49,,1.7839,0.5147,0.0334
동해,2013-08,28.41,30.31,4.37,,,,
동해,2013-08,28.45,30.508000000000006,4.4,,1.4433,0.5348,0.006999999999999999
동해,2013-08,28.39,31.728,4.33,,2.6312,0.5158,
동해,2013-08,29.16,30.674,4.23,,,,
동해,2013-08,28.81,30.728,4.23,,1.1378,0.3185,0.0062
동해,2013-08,27.23,30.866,4.43,,,,
동해,2013-08,21.12,32.446,4.97,0.0118,2.0213,1.0163,0.0413
남해,2013-08,23.9947,31.9847,5.1714,0.040999999999999995,0.124,1.523,3.591
남해,2013-08,28.016,30.5592,,,,,
남해,2013-08,29.0054,30.1327,4.5429,0.004,0.07,0.313,1.959
남해,2013-08,28.3854,30.3912,4.5714,0.006999999999999999,0.064,0.383,1.144
남해,2013-08,26.85,30.9212,,,,,
남해,2013-08,23.4254,32.3397,5.5143,0.026000000000000002,0.126,0.888,4.351
남해,2013-08,19.468,33.3721,,,,,
남해,2013-08,24.4364,31.9609,5.7429,0.013999999999999999,0.093,0.578,3.709
남해,2013-08,23.6093,32.7712,,,,,
남해,2013-08,25.1446,31.7488,,,,,
남해,2013-08,28.1791,30.3451,,,,,
남해,2013-08,29.3212,29.7032,4.7143,0.008,0.181,0.778,3.14
남해,2013-08,29.9763,30.6457,,,,,
남해,2013-08,29.7729,30.918000000000006,,,,,
남해,2013-08,29.8833,31.2857,4.6286,0.026000000000000002,0.083,0.377,3.66
남해,2013-08,30.002,30.7374,,,,,
남해,2013-08,27.8356,30.3193,4.8571,0.008,0.102,0.51,3.266
남해,2013-08,24.7379,31.2423,,,,,
남해,2013-08,23.875,32.44,5.5429,0.049,0.093,0.35600000000000004,7.617000000000001
남해,2013-08,23.2539,32.2103,,,,,
남해,2013-08,22.4997,32.5567,,,,,
남해,2013-08,22.6063,32.5406,,,,,
남해,2013-08,21.6527,32.1992,4.8571,0.155,0.306,1.419,9.898
남해,2013-08,22.123,31.8982,,,,,
남해,2013-08,27.877,30.3082,5.1714,0.025,0.101,0.754,3.144
남해,2013-08,28.473000000000006,30.115,,,,,
남해,2013-08,28.3455,30.4968,5.6,0.013000000000000001,0.08900000000000001,0.336,2.301
남해,2013-08,28.118,30.5557,5.0286,0.011000000000000001,0.097,0.6459999999999999,2.6
남해,2013-08,29.9071,29.7657,,,,,
남해,2013-08,29.688,30.0955,4.6571,0.004,0.101,1.185,1.774
남해,2013-08,29.9799,30.1469,,,,,
남해,2013-08,29.8384,31.1879,4.6857,0.024,0.108,0.4270000000000001,2.962
남해,2013-08,29.8054,31.2075,,,,,
남해,2013-08,29.7213,31.4768,4.4286,0.002,0.077,0.454,3.455
남해,2013-08,29.9023,30.1738,,,,,
남해,2013-08,29.9022,29.6308,4.5143,0.006,0.076,0.429,1.235
남해,2013-08,29.9802,29.6272,,,,,
서해,2014-08,20.1972,31.3979,5.562,0.309,0.5386,5.6433,4.6558
서해,2014-08,23.0119,31.5465,,,,,
서해,2014-08,23.1654,31.5992,5.8044,0.2291,0.1461,3.3097,3.3385
서해,2014-08,24.2623,31.6501,,,,,
서해,2014-08,24.7331,31.6309,5.4336,0.0718,0.1276,4.1114,3.3719
서해,2014-08,24.9037,31.4858,,,,,
서해,2014-08,24.1876,31.6473,5.89,0.3896,0.1043,1.9432,2.7886
서해,2014-08,24.8176,31.2931,5.5192,,,,
서해,2014-08,24.3203,31.5334,5.7616,,,,
서해,2014-08,23.943,31.43,5.4193,0.1792,0.1625,4.3543,5.1864
서해,2014-08,23.8851,31.5213,,,,,
서해,2014-08,24.0798,31.5923,5.8187,0.103,0.1043,9.3964,5.3701
서해,2014-08,24.9896,31.9365,,,,,
서해,2014-08,24.8236,31.9069,5.5905,0.1452,0.0444,6.7938,2.0992
서해,2014-08,24.8159,31.9168,,,,,
서해,2014-08,23.6124,32.0792,5.8614,0.1618,0.0174,2.3725,2.4702
서해,2014-08,23.0,31.9103,,,,,
서해,2014-08,23.3372,31.5914,5.619,0.008,0.1403,4.721,6.0892
서해,2014-08,23.9574,31.4263,5.947,0.4468,0.6606,7.3112,12.6511
서해,2014-08,23.5685,31.851,,,,,
서해,2014-08,22.4249,32.4431,6.0754,0.3772,0.0794,4.4266,6.1719
서해,2014-08,24.3861,32.2891,,,,,
서해,2014-08,24.262,32.3947,5.619,0.5591,0.2218,9.9997,5.7465
서해,2014-08,25.0603,32.1268,,,,,
서해,2014-08,25.157,32.137,6.2322,0.3492,0.0373,4.834,7.1715
서해,2014-08,25.027,32.0891,,,,,
서해,2014-08,25.2497,31.9223,5.6047,0.2785,0.081,4.4109,7.6453
서해,2014-08,24.6014,31.8719,5.7759,,,,
서해,2014-08,24.8539,31.9729,5.5477,,,,
서해,2014-08,24.819000000000006,31.9259,5.4479,0.2372,0.1446,7.548999999999999,10.1384
서해,2014-08,24.4424,32.1173,,,,,
서해,2014-08,24.6788,32.0034,5.3623,0.0907,0.0103,4.9152,7.4689999999999985
서해,2014-08,24.082,32.1947,,,,,
서해,2014-08,23.874,31.8116,5.4764,0.2878,0.0554,5.8248,7.2798
서해,2014-08,23.0244,32.4254,,,,,
서해,2014-08,22.0359,32.6677,5.1769,0.3931,0.19,9.6052,12.9855
서해,2014-08,22.0142,32.1678,,,,,
