Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2003-02-25,9.51,33.95,5.93,0.19,0.24,14.53,4.16,0.0006
2003-02-25,8.15,34.05,5.94,0.2,0.22,15.39,5.82,0.0004
2003-02-25,8.46,33.92,5.88,0.2,0.39,10.66,5.16,0.0005
2003-02-25,8.5,33.78,5.85,0.19,0.2,13.67,4.73,0.0005
2003-02-26,8.42,34.01,5.93,0.21,0.62,15.89,4.96,0.0004
2003-02-26,9.38,34.23,6.09,0.2,0.23,15.7,4.96,0.0005
2003-02-26,7.63,33.93,6.03,0.22,0.32,15.51,4.78,0.0003
2003-02-26,8.91,33.88,6.03,0.15,0.47,13.62,4.64,0.0005
2003-02-26,9.93,33.7,5.91,0.2,0.38,12.13,4.55,0.0008
2003-02-26,9.93,33.7,5.91,0.2,0.38,12.13,4.55,0.0008
2003-02-28,6.88,33.92,6.16,0.17,0.23,13.33,4.79,0.0003
2003-02-28,6.09,33.98,6.12,0.17,0.3,10.52,4.54,0.0002
2003-02-28,6.84,33.92,6.17,0.21,0.64,12.49,4.27,0.0003
2003-04-04,13.46,34.569,6.31,0.31,0.52,10.45,9.15,0.0025
2003-04-04,14.65,34.555,6.16,0.13,0.3,7.11,10.44,0.0043
2003-04-05,13.3,34.544000000000004,6.16,0.17,0.29,6.9,8.05,0.003
2003-04-05,13.17,34.388000000000005,6.15,0.21,0.41,5.77,11.78,0.0029
2003-04-05,11.8,34.3,6.5,0.31,0.33,5.57,14.72,0.0018
2003-04-05,11.81,34.52,6.29,0.3,0.23,4.48,10.2,0.0021
2003-04-05,12.08,34.0,6.23,4.22,0.24,4.22,11.57,0.0107
2003-04-05,12.84,34.343,6.37,0.16,0.46,3.23,13.21,0.0029
2003-04-06,15.88,34.583,5.93,0.14,0.34,8.47,10.79,0.006
2003-04-06,14.05,34.364000000000004,5.35,0.25,0.49,5.28,9.83,0.0044
2003-04-06,11.01,33.751,6.29,0.43,0.25,4.17,11.47,0.0019
2003-04-06,11.47,33.871,6.35,0.71,0.43,9.07,12.62,0.0017
2003-04-06,13.3,34.204,6.0,0.36,0.37,9.67,13.85,0.0025
2003-04-06,13.25,34.229,6.08,0.43,0.34,5.08,9.11,0.0037
2003-04-09,14.83,34.396,6.02,0.26,0.63,4.9,7.1,0.0059
2003-04-09,15.93,34.579,5.77,0.1,0.67,4.49,6.67,0.0082
2003-04-09,16.23,34.708,5.76,0.4,0.47,4.83,5.63,0.0101
2003-04-09,16.35,34.489000000000004,5.59,0.48,0.34,3.99,7.85,0.0114
2003-04-09,15.44,34.507,5.83,0.34,0.55,7.26,8.68,0.0062
2003-04-10,13.88,34.0,5.86,0.66,0.34,6.9,9.73,0.0045
2003-04-10,11.54,33.117,6.51,0.43,0.36,7.99,11.65,0.0018
2003-04-10,11.72,33.743,6.41,0.58,0.11,7.85,13.64,0.0019
2003-04-10,11.72,33.743,6.41,0.58,0.11,7.85,13.64,0.0019
2003-04-10,11.72,33.445,6.52,0.49,0.16,6.13,14.82,0.0021
2003-04-10,7.16,31.761,7.2,0.6,0.35,10.45,12.92,0.0004
2003-04-10,12.59,33.704,6.29,0.43,0.22,7.59,12.6,0.0025
2003-04-10,6.65,32.02,8.04,0.04,0.16,2.5,5.2,0.0005
2003-04-10,7.12,32.093,7.51,0.11,0.15,0.95,6.23,0.0007
2003-04-10,12.77,33.687,6.02,0.47,0.19,6.91,12.64,0.0029
2003-04-10,7.63,32.408,9.38,0.01,0.3,4.3,6.43,0.0006
2003-04-10,14.66,34.545,5.67,0.58,0.21,5.06,17.23,0.0053
2003-04-10,8.13,32.449,7.22,0.16,0.14,0.41,7.87,0.001
2003-04-10,14.41,34.539,5.65,0.77,0.5,12.93,7.09,0.0038
2003-04-11,7.97,32.395,7.67,0.06,0.19,0.83,5.58,0.0009
2003-04-11,7.75,32.281,7.28,0.09,0.17,0.63,5.89,0.0009
2003-04-11,7.34,32.937,7.66,0.54,0.28,1.16,7.42,0.0008
2003-04-11,7.44,31.834,7.16,0.44,0.19,1.3,6.83,0.0009
2003-04-11,13.46,34.417,5.57,0.61,0.43,16.09,8.8,0.0021
2003-04-12,12.74,34.17,6.24,0.57,0.4,5.3,9.52,0.0032
2003-04-12,11.44,33.641999999999996,6.17,0.63,0.2,5.76,14.59,0.002
2003-04-12,11.09,33.451,6.21,0.91,0.27,7.17,14.35,0.0019
2003-04-12,8.17,31.745,7.46,0.2,0.21,0.42,6.71,0.0011
2003-04-12,7.77,32.059,7.21,0.22,0.23,0.82,8.88,0.0009
2003-04-12,7.98,32.341,7.93,0.06,0.26,1.19,4.97,0.0009
2003-04-12,8.41,32.415,7.35,0.19,0.14,0.81,5.45,0.0011
2003-04-12,8.76,32.416,7.02,0.14,0.13,1.28,4.46,0.0012
2003-04-13,8.99,32.424,7.51,0.11,0.09,1.16,6.52,0.0012
2003-04-13,8.76,32.38,7.34,0.24,0.25,0.66,5.14,0.0013
2003-04-13,8.58,32.199,7.98,0.16,0.18,6.05,4.52,0.0008
2003-04-13,8.4,31.72300000000001,6.96,0.29,0.16,2.16,7.41,0.0011
2003-04-13,12.98,34.31,5.81,0.55,0.29,8.05,7.69,0.003
2003-04-13,13.85,34.45,5.9,0.81,0.21,10.77,24.2,0.0027
2003-04-13,8.44,32.259,6.49,0.63,0.2,7.12,15.1,0.0008
2003-04-14,14.43,34.54,6.02,0.68,0.29,6.08,19.62,0.0045
2003-04-14,14.43,34.54,6.02,0.68,0.29,6.08,19.62,0.0045
2003-04-14,13.84,34.67,5.96,0.94,0.33,3.7,18.88,0.0047
2003-04-14,12.64,34.31,6.15,0.65,0.14,6.52,15.55,0.0026
2003-04-14,13.88,34.48,6.12,0.71,0.29,8.0,14.73,0.0037
2003-04-15,13.99,34.4,5.98,0.65,0.14,9.3,18.2,0.0033
2003-04-15,13.35,34.35,6.03,0.61,0.29,10.66,22.1,0.0022
2003-04-15,13.52,34.29,5.97,0.52,0.36,11.85,7.41,0.0028
2003-04-15,10.9,32.321999999999996,8.15,0.12,0.08,1.96,5.49,0.0022
2003-04-15,12.14,32.461,8.03,0.12,0.06,0.78,8.97,0.0034
2003-04-15,10.71,32.885,7.89,0.13,0.07,0.62,5.84,0.0022
2003-04-16,10.69,32.711,8.39,0.16,0.06,1.05,7.04,0.0021
2003-04-16,11.37,32.667,7.44,0.14,0.11,1.09,7.22,0.0027
2003-04-16,11.1,32.628,7.89,0.08,0.06,1.36,6.56,0.0023
2003-04-18,13.93,34.42,6.11,0.61,0.29,14.72,6.14,0.0028
2003-04-18,14.28,34.44,6.16,0.45,0.21,6.74,14.65,0.0041
2003-04-18,14.33,34.434,6.08,0.13,0.36,8.13,12.58,0.0035
2003-04-23,13.86,34.404,5.81,0.26,0.21,8.97,19.99,0.0027
2003-04-24,11.53,34.228,6.13,0.65,0.21,7.41,17.33,0.0017
2003-04-24,10.87,34.135999999999996,6.19,0.65,0.14,8.31,10.52,0.0015
2003-04-24,12.2,34.375,6.05,0.65,0.29,8.68,12.28,0.0021
2003-04-24,13.03,34.371,6.16,0.65,0.07,9.04,11.65,0.0028
2003-04-24,10.8,34.02,6.0,0.74,0.21,11.12,5.01,0.0014
2003-04-24,14.49,34.658,5.99,0.71,0.21,11.93,10.25,0.0038
2003-04-24,9.52,33.989000000000004,5.85,0.65,0.07,10.39,9.96,0.0009
2003-04-24,9.97,34.573,5.88,0.65,0.21,4.57,8.9,0.0014
2003-04-24,10.8,34.02,6.0,0.74,0.21,11.12,5.01,0.0014
2003-04-24,13.49,34.301,6.07,0.58,0.5,9.76,5.8,0.0033
2003-04-24,12.29,34.292,6.29,0.45,0.07,9.94,5.91,0.0021
2003-04-24,13.13,34.41,6.13,0.45,0.21,9.91,5.29,0.0028
2003-04-25,11.03,34.06,6.16,0.36,0.21,9.88,6.49,0.0014
2003-04-25,12.5,34.305,6.24,0.26,0.07,10.06,10.94,0.0019
2003-04-25,10.23,34.082,6.22,0.16,0.14,15.54,8.7,0.0007
2003-04-25,11.12,34.143,6.29,0.29,0.07,12.05,9.58,0.0011
2003-04-25,10.52,33.856,6.16,0.42,0.07,8.56,10.63,0.0012
2003-06-01,19.93,31.941,6.24,0.24,0.43,3.65,3.28,0.0477
2003-06-01,19.64,32.510999999999996,6.28,0.32,0.05,2.52,3.47,0.0459
2003-06-02,18.5,32.089,6.46,0.28,0.04,1.86,5.25,0.0329
2003-06-02,18.19,31.914,5.36,0.07,0.13,2.03,6.06,0.0287
2003-06-02,17.28,32.24,6.11,0.18,0.02,1.63,8.43,0.0204
2003-06-02,15.93,32.123000000000005,5.81,0.14,0.49,1.49,8.33,0.013
2003-06-02,16.47,32.116,6.12,0.3,0.1,5.14,9.33,0.0131
2003-06-02,18.0,31.769000000000002,5.99,0.16,0.09,3.04,8.81,0.0246
2003-06-02,18.43,31.978,6.36,0.36,0.11,1.47,8.3,0.0324
2003-06-02,19.51,32.218,5.04,0.22,0.07,1.48,4.9,0.0481
2003-06-02,19.45,32.607,4.93,0.21,0.09,3.25,4.2,0.0412
2003-06-03,20.52,32.242,5.48,0.07,0.03,1.04,4.59,0.0633
2003-06-03,21.2,32.819,3.97,0.03,0.07,1.01,2.32,0.0806
2003-06-03,20.38,32.748000000000005,4.95,0.07,0.12,0.82,3.0,0.0608
2003-06-03,20.12,32.973,6.15,1.16,0.09,0.99,6.61,0.0708
2003-06-03,18.82,32.278,5.88,0.69,0.16,0.64,9.44,0.042
2003-06-03,18.29,32.152,6.39,0.32,0.33,0.17,12.74,0.0293
2003-06-03,18.08,31.83,7.79,0.07,0.05,0.83,8.36,0.0258
2003-06-03,18.15,31.718000000000004,6.74,0.11,0.04,0.73,8.81,0.0284
2003-06-09,15.61,33.75,5.78,0.22,0.42,5.76,7.02,0.0079
2003-06-09,19.12,33.1,5.46,0.18,0.32,4.22,5.22,0.0308
2003-06-09,20.46,33.68,5.45,0.16,0.22,4.11,3.93,0.0457
2003-06-10,19.39,34.04,5.37,0.16,0.2,5.15,3.95,0.0294
2003-06-10,18.48,33.87,5.24,0.16,0.22,3.82,3.44,0.0245
2003-06-10,18.9,34.11,5.29,0.15,0.18,3.97,3.72,0.0269
2003-06-10,19.93,34.15,5.28,0.16,0.28,4.32,4.0,0.0362
2003-06-10,17.35,33.51,5.81,0.17,0.24,4.71,4.22,0.0161
2003-06-10,18.9,34.11,5.29,0.15,0.18,3.97,3.72,0.0269
2003-06-10,19.22,33.43,5.72,0.21,0.34,4.43,5.03,0.0303
2003-06-10,19.63,33.21,5.96,0.21,0.43,4.98,6.36,0.0329
2003-06-11,19.41,33.385,5.84,0.14,0.2,4.12,4.42,0.0326
2003-06-12,19.48,33.25,5.75,0.2,0.45,3.97,4.11,0.0347
2003-06-12,18.32,33.61,5.47,0.15,0.35,3.55,4.32,0.0234
2003-06-12,20.27,34.02,5.56,0.14,0.27,3.12,4.41,0.0428
2003-06-12,20.34,33.95,5.52,0.16,0.25,3.48,4.04,0.044
2003-06-13,19.36,34.0,5.71,0.14,0.29,3.84,3.23,0.0311
2003-06-13,19.14,34.05,5.31,0.12,0.23,3.85,3.83,0.0289
2003-06-13,19.43,33.59,5.43,0.14,0.28,3.51,3.66,0.0342
2003-06-13,19.56,34.19,5.33,0.14,0.25,3.16,4.13,0.034
2003-06-13,21.45,33.493,5.43,0.11,0.13,5.34,3.17,0.0595
2003-06-13,19.25,33.45,5.45,0.14,0.34,3.56,5.1,0.0317
2003-06-13,21.17,33.39,5.17,0.13,0.16,4.35,4.71,0.0578
2003-06-13,19.21,33.291,5.18,0.26,0.68,4.41,8.9,0.0292
2003-06-13,18.33,33.068000000000005,5.75,0.15,0.73,4.02,9.87,0.021
2003-06-13,19.44,33.241,5.48,0.16,0.4,4.89,7.94,0.0303
2003-06-13,20.22,32.332,5.77,0.11,0.56,4.03,10.97,0.0411
2003-06-13,20.56,33.397,5.34,0.19,0.55,2.28,4.73,0.0531
2003-06-14,21.37,32.798,5.21,0.1,0.65,2.43,5.01,0.0698
2003-06-14,20.48,33.400999999999996,5.29,0.14,0.92,4.06,7.94,0.0422
2003-06-14,19.45,32.802,5.58,0.16,0.22,2.73,11.45,0.0343
2003-06-14,19.71,32.796,5.63,0.22,0.89,2.72,10.86,0.0368
2003-06-14,19.23,33.302,5.49,0.1,0.55,2.58,7.56,0.0315
2003-06-14,20.49,33.381,5.31,0.1,0.35,2.95,6.5,0.0476
2003-06-14,20.01,33.3,5.54,0.17,0.24,3.68,8.71,0.0387
2003-06-14,20.24,34.1,5.32,0.14,0.26,3.44,6.99,0.0398
2003-06-14,20.0,34.09,5.35,0.12,0.25,3.19,3.76,0.0394
2003-06-14,20.27,34.03,5.39,0.09,0.24,3.38,4.18,0.042
2003-06-15,20.02,34.06,5.11,0.08,0.24,2.38,5.77,0.0402
2003-06-15,19.91,33.650999999999996,5.64,0.1,0.17,6.03,8.35,0.0307
2003-06-15,19.7,34.06,5.12,0.15,0.32,2.58,7.44,0.0354
2003-06-15,21.57,32.013000000000005,5.1,0.13,0.12,5.17,8.15,0.0687
2003-06-15,19.88,33.56,5.18,0.15,0.27,2.78,9.54,0.0378
2003-06-15,23.13,33.599000000000004,5.16,0.12,0.2,3.71,6.03,0.104
2003-06-15,13.58,31.538,6.42,0.69,0.59,7.25,5.05,0.0057
2003-06-15,16.73,31.59800000000001,6.33,0.22,0.18,3.34,7.97,0.0165
2003-06-15,22.47,32.55,5.24,0.14,0.1,3.52,5.83,0.0976
2003-06-15,18.26,31.59,5.86,0.26,0.14,1.51,7.0,0.0323
2003-06-15,21.6,33.442,5.26,0.1,0.2,5.2,6.81,0.0592
2003-06-15,19.81,31.826999999999998,6.02,0.33,0.12,0.83,8.28,0.0534
2003-06-15,20.61,32.236999999999995,5.34,0.09,0.12,5.39,8.07,0.0478
2003-06-16,20.42,31.726999999999997,5.43,0.12,0.37,6.03,13.95,0.0408
2003-06-16,20.29,32.016999999999996,5.63,0.36,0.13,1.33,10.46,0.0584
2003-06-16,19.98,31.933000000000003,5.41,0.32,0.11,1.91,6.57,0.0553
2003-06-16,18.62,31.923000000000002,5.61,0.47,0.1,2.01,9.19,0.0356
2003-06-16,20.04,31.843000000000004,5.39,0.13,0.28,12.43,15.83,0.0237
2003-06-16,18.73,31.765,5.71,0.32,0.06,1.29,7.34,0.0383
2003-06-16,20.04,31.596999999999998,5.42,0.08,0.19,9.41,14.67,0.0295
2003-06-16,16.56,31.28,6.17,0.47,0.14,1.5,6.79,0.0206
2003-06-16,20.45,32.407,5.42,0.14,0.14,4.59,10.26,0.0455
2003-06-16,16.07,31.026,6.22,0.32,0.18,1.97,5.79,0.0168
2003-06-16,20.88,32.504,5.63,0.11,0.26,4.27,7.64,0.0536
2003-06-16,17.99,31.737,5.88,0.31,0.16,1.79,12.09,0.0264
2003-06-16,19.68,31.785,5.66,0.39,0.41,1.38,10.79,0.0486
2003-06-16,20.8,32.426,5.61,0.13,0.28,4.61,9.74,0.05
2003-06-16,17.49,33.569,5.52,0.14,0.22,4.78,12.53,0.0143
2003-06-16,17.81,33.413000000000004,5.75,0.14,0.24,6.85,9.48,0.0149
2003-06-16,20.88,31.881,5.18,0.32,0.09,0.71,9.73,0.0755
2003-06-16,19.91,33.89,5.18,0.14,0.26,1.92,7.03,0.0404
2003-06-16,20.79,32.496,5.72,0.12,0.3,6.3,9.69,0.0444
2003-06-17,12.11,33.798,5.67,0.14,0.32,4.6,8.8,0.0025
2003-06-17,20.72,31.916999999999998,5.15,1.62,0.09,4.47,9.48,0.0913
2003-06-17,21.28,33.64,5.02,0.18,0.32,1.33,6.21,0.0684
2003-06-17,19.85,31.75,5.42,0.37,0.1,7.13,10.94,0.0374
2003-06-17,18.16,33.27,5.13,0.18,0.16,2.45,7.73,0.0241
2003-06-17,19.33,31.873,5.35,0.35,0.09,7.56,6.91,0.0327
2003-06-20,19.66,32.272,5.5,0.4,0.04,1.03,9.91,0.0491
2003-06-20,20.49,31.963,5.13,0.36,0.04,1.23,9.36,0.0661
2003-06-21,20.39,32.133,5.13,0.33,0.06,1.73,8.46,0.0613
2003-06-21,19.95,32.321,5.27,0.35,0.05,1.59,6.57,0.0546
2003-06-21,19.45,32.271,5.27,0.68,0.08,1.86,7.92,0.0506
2003-06-21,20.58,32.183,5.23,0.35,0.02,0.64,7.05,0.071
2003-08-05,23.71,29.75,5.4,0.4,0.26,4.77,7.79,0.1799
2003-08-05,26.24,31.785,5.3,0.31,0.19,5.47,8.59,0.2697
2003-08-05,19.27,31.023000000000003,6.52,0.2,0.77,8.66,4.03,0.0298
2003-08-05,26.56,31.618000000000002,5.42,0.38,0.15,3.08,8.76,0.3315
2003-08-05,23.43,30.695,6.13,0.01,0.18,1.79,4.52,0.1609
2003-08-05,23.44,31.486,5.4,0.02,0.19,2.2,2.52,0.1558
2003-08-05,23.46,31.403000000000002,5.75,0.3,0.12,4.34,6.78,0.1426
2003-08-05,28.63,30.526,6.08,0.01,0.16,2.24,5.18,0.5163
2003-08-05,18.33,33.068000000000005,5.72,0.37,0.11,4.49,5.07,0.0254
2003-08-05,25.3,31.103,5.75,0.36,0.12,4.3,5.62,0.2501
2003-08-05,23.44,31.486,5.4,0.02,0.19,2.2,2.52,0.1558
2003-08-05,25.08,31.114,5.52,0.42,0.14,0.42,8.44,0.2781
2003-08-06,27.8,30.410999999999998,4.6,0.27,0.16,4.14,7.48,0.4528
2003-08-06,23.63,31.456999999999997,5.21,0.28,0.3,1.86,2.73,0.1815
2003-08-06,23.57,31.305,5.74,0.06,0.2,2.19,2.95,0.1631
2003-08-06,28.82,30.066999999999997,4.7,0.25,0.17,2.32,5.48,0.5816
2003-08-06,23.7,31.208000000000002,5.26,0.11,0.08,1.53,2.82,0.1845
2003-08-06,27.43,30.814,4.87,0.25,0.16,2.1,8.17,0.4335
2003-08-06,24.29,31.361,5.47,0.06,0.09,1.3,2.14,0.2125
2003-08-06,26.08,31.846999999999998,5.14,0.46,0.12,1.81,8.02,0.3209
2003-08-06,22.38,28.160999999999998,6.49,0.09,0.53,5.25,11.13,0.1134
2003-08-06,25.25,31.818,5.45,0.37,0.11,6.23,0.37,0.2318
2003-08-09,21.07,32.738,4.27,0.4,0.34,4.33,5.23,0.0677
2003-08-09,24.16,31.155,5.51,0.05,0.18,0.47,3.69,0.2109
2003-08-09,20.09,33.394,4.29,0.39,0.4,3.99,4.4,0.0475
2003-08-09,24.13,31.719,5.02,0.22,0.14,5.16,10.7,0.1506
2003-08-09,24.49,31.089000000000002,5.31,0.03,0.19,1.8,2.23,0.2219
2003-08-09,22.55,32.922,4.34,0.5,0.35,4.25,2.94,0.1122
2003-08-09,25.64,31.188000000000002,4.97,0.2,0.14,5.03,8.93,0.2447
2003-08-09,24.71,31.38300000000001,5.18,0.07,0.11,1.91,2.3,0.232
2003-08-09,24.76,31.355,5.53,0.09,0.21,2.31,1.84,0.2298
2003-08-09,24.02,32.28,3.96,0.76,0.22,3.59,2.72,0.2088
2003-08-10,22.94,33.653,4.51,0.26,0.37,3.01,2.21,0.1156
2003-08-10,24.82,31.349,5.19,0.3,0.37,1.49,3.43,0.2528
2003-08-10,24.18,32.409,4.25,0.28,0.23,4.27,2.82,0.1774
2003-08-10,24.65,31.537,5.46,0.07,0.25,0.36,5.76,0.2264
2003-08-10,26.37,30.518,4.87,0.33,0.12,1.78,5.03,0.3839
2003-08-10,24.07,31.596999999999998,5.52,0.03,0.17,0.34,4.71,0.1946
2003-08-10,23.94,32.391,3.75,0.36,0.48,3.74,4.19,0.1724
2003-08-10,23.1,31.003,5.38,0.35,0.15,1.86,10.83,0.1472
2003-08-10,27.8,30.986,4.69,0.18,0.1,3.68,5.93,0.442
2003-08-10,22.86,33.228,3.59,0.3,0.39,4.07,5.38,0.1112
2003-08-10,20.37,33.236,4.84,0.39,0.37,5.3,4.73,0.0474
2003-08-10,22.44,31.958000000000002,5.76,0.51,0.13,1.46,8.63,0.1215
2003-08-10,28.34,31.151999999999997,4.67,0.22,0.13,6.51,6.29,0.4402
2003-08-12,28.36,31.08,4.45,0.13,0.18,3.78,4.29,0.4888
2003-08-12,27.25,30.72300000000001,4.49,0.11,0.12,4.38,6.19,0.389
2003-08-12,20.59,33.021,4.7,0.46,0.32,2.29,5.27,0.0637
2003-08-12,26.43,30.669,4.95,0.14,0.17,3.69,9.8,0.3186
2003-08-12,24.48,31.374000000000002,4.37,0.46,0.24,2.88,3.97,0.2338
2003-08-12,22.98,31.541999999999998,5.91,0.13,0.62,0.57,5.68,0.139
2003-08-12,26.47,28.504,5.11,0.12,0.13,5.18,8.64,0.3602
2003-08-12,25.38,31.104,4.93,0.48,0.15,0.78,5.01,0.319
2003-08-12,24.1,32.698,3.9,0.37,0.2,2.79,4.02,0.1865
2003-08-12,24.17,32.803000000000004,4.34,0.41,0.19,2.97,3.87,0.186
2003-08-12,26.73,28.340999999999998,5.13,0.19,0.17,2.87,7.01,0.4325
2003-08-13,27.05,26.116999999999997,5.04,0.21,0.14,8.07,8.07,0.4424
2003-08-13,24.75,30.785,5.08,0.16,0.16,0.9,3.88,0.2601
2003-08-13,26.89,26.491999999999997,4.93,0.11,0.18,4.91,7.95,0.4586
2003-08-13,22.78,32.42,5.55,0.22,0.25,0.75,6.23,0.1259
2003-08-13,25.91,30.189,4.88,0.13,0.22,2.66,7.83,0.3145
2003-08-13,22.22,32.491,5.57,0.16,0.18,2.7,5.44,0.0948
2003-08-13,25.49,30.865,5.06,0.18,0.12,2.49,10.16,0.2658
2003-08-13,20.25,32.219,5.47,0.15,0.14,3.45,11.56,0.0456
2003-08-13,20.94,32.217,5.53,0.26,5.49,5.24,10.33,0.0378
2003-08-13,20.25,32.219,5.47,0.15,0.14,3.45,11.56,0.0456
2003-08-13,23.92,33.141,4.02,0.29,0.14,3.22,3.59,0.1631
2003-08-13,24.18,30.708000000000002,5.45,0.41,0.28,5.22,13.65,0.1661
2003-08-13,24.25,31.009,5.53,0.3,0.31,5.04,17.13,0.1507
2003-08-13,24.08,32.486999999999995,4.39,0.41,0.26,4.26,4.77,0.1717
2003-08-13,25.46,30.994,4.37,0.4,0.24,2.57,4.43,0.3041
2003-08-13,22.11,32.086,4.11,0.34,0.33,4.62,4.43,0.0983
2003-08-18,23.53,31.811,4.41,0.24,0.32,3.29,3.93,0.1584
2003-08-18,24.12,32.109,4.09,0.23,0.09,3.13,4.29,0.1858
2003-08-18,23.9,32.46,4.38,0.44,0.39,2.84,1.69,0.1854
2003-08-18,23.84,32.415,3.7,0.21,0.1,2.48,2.37,0.1796
2003-08-19,23.54,32.766999999999996,4.0,0.31,0.11,2.54,4.34,0.1571
2003-08-19,23.48,32.393,4.4,0.25,0.3,2.11,4.4,0.1563
2003-08-19,24.3,31.713,3.81,0.18,0.32,2.8,4.67,0.2011
2003-08-19,24.65,31.143,4.31,0.46,0.2,2.66,5.63,0.2468
2003-08-19,24.56,32.839,3.83,0.41,0.21,2.66,5.22,0.2086
2003-08-19,25.71,31.511,4.2,0.44,0.35,3.38,5.24,0.2983
2003-08-23,28.39,31.656999999999996,3.94,0.61,0.2,2.87,4.21,0.5399
2003-08-23,28.03,32.501,4.78,0.46,0.11,2.75,3.24,0.4689
2003-08-23,27.62,28.66800000000001,4.87,0.48,0.22,1.37,1.6,0.575
2003-08-23,28.03,32.501,4.78,0.46,0.11,2.75,3.24,0.4689
2003-08-23,28.17,29.948,5.49,0.27,0.1,1.47,3.97,0.5454
2003-08-23,28.93,30.706,5.84,0.33,0.1,2.34,1.76,0.5843
2003-08-23,29.53,31.916,4.82,0.38,0.03,2.89,3.1,0.6016
2003-08-23,29.5,32.015,4.65,0.41,0.1,1.48,3.15,0.6204
2003-08-23,28.84,30.498,5.06,0.14,0.08,2.15,9.2,0.5428
2003-08-23,28.13,30.689,4.72,0.33,0.04,3.45,7.78,0.4876
2003-08-24,27.81,29.076,5.31,0.13,0.06,2.39,3.23,0.5202
2003-08-24,27.55,27.298000000000002,5.65,0.11,0.21,6.38,2.29,0.4849
2003-08-24,28.13,28.971999999999998,5.56,0.17,0.1,2.13,3.13,0.5542
2003-08-24,28.38,30.189,4.91,0.33,0.12,2.73,3.37,0.5515
2003-08-24,28.1,29.149,5.41,0.36,0.03,2.7,4.52,0.5521
2003-08-24,27.64,28.772,5.55,0.05,0.05,2.11,3.07,0.5098
2003-08-24,28.19,27.195,5.62,0.11,0.31,8.68,3.86,0.4967
2003-08-24,28.54,25.789,5.04,0.33,0.15,1.48,2.17,0.7048
2003-08-25,28.47,30.755,5.24,0.3,0.12,0.01,2.07,0.5833
2003-08-25,28.86,32.443000000000005,4.7,0.05,0.02,1.59,3.23,0.5216
2003-08-25,28.25,31.741999999999997,4.97,0.02,0.08,2.98,3.42,0.4618
2003-10-08,19.48,32.114000000000004,5.7,0.1,0.49,4.41,0.97,0.0393
2003-10-08,18.9,32.445,5.58,0.08,0.19,5.36,1.03,0.0302
2003-10-08,19.72,32.419000000000004,5.91,0.15,0.28,3.92,1.08,0.0431
2003-10-09,21.45,32.227,5.71,0.11,0.31,5.14,2.36,0.0685
2003-10-09,20.65,33.032,5.2,0.08,0.61,4.97,0.81,0.0503
2003-10-09,20.31,31.886,5.15,0.05,0.16,8.1,12.67,0.0351
2003-10-09,23.38,31.664,5.16,0.08,0.23,3.66,8.35,0.1299
2003-10-09,23.68,32.611999999999995,6.39,0.08,0.14,3.25,9.56,0.123
2003-10-09,19.38,32.422,2.54,0.1,0.26,3.06,1.09,0.0468
2003-10-09,19.85,32.489000000000004,2.74,0.18,0.36,4.03,0.73,0.0519
2003-10-10,20.86,31.783,5.73,0.17,0.27,2.62,13.46,0.0581
2003-10-10,21.14,31.642,5.58,0.18,0.12,1.7,13.23,0.0696
2003-10-10,21.52,31.975,5.91,0.12,0.12,1.74,9.4,0.0777
2003-10-10,21.53,31.711,5.53,0.15,0.1,2.27,11.4,0.0773
2003-10-10,21.31,31.781999999999996,6.37,0.13,0.05,1.3,10.11,0.0744
2003-10-10,24.21,33.812,5.66,0.12,0.06,2.66,6.87,0.1437
2003-10-10,24.83,34.064,5.63,0.18,0.16,1.66,6.54,0.1791
2003-10-11,20.91,31.831999999999997,5.53,0.16,0.09,1.71,11.39,0.0653
2003-10-11,21.64,31.55,6.03,0.16,0.08,1.27,12.7,0.0827
2003-10-11,20.96,31.519000000000002,6.23,0.13,0.16,3.91,12.42,0.0566
2003-10-11,24.04,33.865,4.69,0.13,0.21,1.88,9.21,0.1414
2003-10-15,20.71,33.295,5.29,0.15,0.08,3.64,0.67,0.0571
2003-10-15,18.53,32.33,5.49,0.09,0.21,5.0,0.95,0.028
2003-10-15,18.53,32.286,5.64,0.13,0.49,2.81,0.87,0.0317
2003-10-15,18.27,32.775,5.78,0.05,0.27,3.71,0.85,0.0256
2003-10-15,20.83,33.385,5.23,0.2,0.31,3.91,0.8,0.0579
2003-10-16,21.57,33.35,5.38,0.12,0.18,4.37,0.79,0.0695
2003-10-16,21.51,33.255,5.82,0.25,0.29,9.52,15.55,0.0397
2003-10-16,24.78,33.989000000000004,4.68,0.3,0.14,2.71,7.53,0.1793
2003-10-16,21.66,33.365,5.06,0.17,0.97,2.19,0.71,0.0794
2003-10-16,21.43,33.29,4.91,0.23,0.97,2.57,0.82,0.0748
2003-10-16,18.16,31.794,5.61,0.36,0.23,3.51,6.49,0.0285
2003-10-16,24.02,33.955999999999996,5.43,0.22,0.24,1.25,6.25,0.1507
2003-10-16,19.61,31.636999999999997,5.68,0.94,0.16,3.64,6.15,0.0569
2003-10-16,21.2,33.16,5.11,0.2,0.92,2.89,1.7,0.0672
2003-10-16,19.2,32.59,5.86,0.17,0.39,6.67,1.22,0.0303
