Observation Date,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2005-10-13,0.11,0.58,4.64,10.43,0.028
2005-10-13,0.36,0.04,2.3,4.12,0.1453
2005-10-13,0.24,0.82,5.39,10.28,0.019
2005-10-13,0.05,0.46,1.07,7.18,0.0777
2005-10-13,0.22,0.06,7.14,4.28,0.0661
2005-10-13,0.65,0.4,3.19,10.28,0.0492
2005-10-14,0.22,0.15,1.43,5.4,0.1275
2005-10-14,0.09,0.35,2.61,8.15,0.0641
2005-10-14,0.12,0.58,3.21,7.71,0.0462
2005-10-14,0.21,0.07,1.53,2.99,0.169
2005-10-14,0.37,0.35,0.63,5.34,0.1177
2005-10-14,0.09,0.17,8.55,13.87,0.0176
2005-10-14,0.09,0.45,8.84,13.92,0.0117
2005-10-14,0.12,0.71,3.15,13.64,0.0221
2005-10-15,0.11,0.77,5.61,9.72,0.0202
2005-10-16,0.06,0.43,0.95,5.15,0.0992
2005-10-16,0.09,0.41,1.23,2.64,0.1227
2005-10-16,1.14,0.38,9.54,7.94,0.0248
2005-10-16,0.17,0.52,2.51,6.94,0.0603
2005-10-16,0.18,1.0,8.65,14.06,0.006
2005-10-16,0.55,0.66,5.09,6.49,0.0375
2005-10-16,0.31,0.79,6.22,12.99,0.0133
2005-10-16,0.42,0.74,3.85,7.18,0.0379
2005-10-16,0.28,0.48,4.66,8.6,0.039
2005-10-17,0.05,0.39,1.93,4.81,0.0923
2005-10-17,0.06,0.37,5.09,7.1,0.0465
2005-10-17,0.12,0.36,3.85,7.93,0.0535
2005-10-17,0.06,0.72,4.67,7.09,0.0323
2005-10-19,0.18,0.37,2.96,6.14,0.0728
2005-10-19,0.21,0.62,5.37,9.4,0.0267
2005-10-19,0.13,0.65,6.16,8.7,0.0239
2005-10-19,0.47,0.33,4.49,7.56,0.055
2005-10-19,0.28,0.33,3.51,10.62,0.0463
2005-10-20,0.32,0.49,6.23,10.82,0.0242
2005-10-20,0.33,0.38,5.82,10.73,0.03
2005-10-20,0.32,0.69,11.45,16.27,0.0046
2005-10-26,0.12,0.37,2.25,8.77,0.0627
2005-10-26,0.01,0.34,0.66,6.63,0.0996
2005-10-26,0.01,0.34,0.89,5.27,0.1089
2005-10-27,0.03,0.48,2.05,8.15,0.0592
2005-10-27,0.04,0.36,1.98,2.72,0.1146
2005-10-27,0.14,0.5,3.81,7.55,0.0472
2005-10-27,0.07,0.29,0.64,2.18,0.1584
2005-10-27,0.01,0.42,0.62,4.46,0.1113
2005-10-28,0.04,0.31,1.59,7.39,0.0839
2005-11-01,0.1,0.38,1.37,8.08,0.0756
2005-11-01,0.28,0.48,1.08,6.16,0.0865
2005-11-01,0.05,0.5,3.49,9.6,0.0401
2005-11-01,0.04,0.33,1.85,5.02,0.0981
2005-11-01,0.1,0.4,1.96,3.53,0.103
2005-11-02,0.2,0.44,2.73,2.86,0.0945
2005-11-02,0.36,0.42,1.92,2.46,0.1162
2005-11-03,1.03,0.43,3.45,4.89,0.0811
2005-11-03,1.11,0.44,3.45,8.18,0.0594
2005-11-23,0.38,0.09,10.49,12.92,0.0163
2005-11-23,0.45,0.08,11.68,11.11,0.0165
2005-11-23,0.35,0.08,9.94,11.46,0.0208
2005-11-24,0.39,0.1,17.22,10.68,0.0066
2005-11-24,0.64,0.1,8.48,9.84,0.0318
2005-11-24,0.3,0.05,8.55,9.37,0.0331
2005-11-24,0.27,0.39,16.73,7.92,0.0064
2005-11-24,0.24,0.39,16.73,8.03,0.0063
2005-11-24,0.19,0.58,13.19,6.15,0.0107
2005-11-24,0.16,0.47,2.81,5.94,0.0671
2005-11-24,0.1,0.41,12.74,5.24,0.0155
2005-11-24,0.07,0.57,3.22,5.16,0.0592
2005-11-24,0.06,0.23,1.04,3.57,0.1415
2005-11-24,0.1,0.39,1.48,5.32,0.095
2005-11-24,0.19,0.56,5.31,6.81,0.0373
2005-11-25,0.13,0.38,2.46,5.57,0.0813
2005-11-25,0.41,0.28,7.61,9.43,0.0293
2005-11-25,0.26,0.06,8.87,8.07,0.035
2005-11-25,0.28,0.09,8.45,8.67,0.0342
2005-11-25,0.36,0.07,8.97,11.26,0.0253
2005-11-25,0.38,0.1,9.03,11.53,0.0235
2005-11-25,0.3,0.07,8.57,12.33,0.024
2005-11-25,0.28,0.16,6.91,11.94,0.0291
2005-11-25,0.31,0.13,5.26,9.69,0.0493
2005-11-25,0.25,0.42,4.3,8.48,0.0448
2005-11-25,0.08,0.41,7.82,5.98,0.032
2005-11-25,0.19,0.42,6.3,7.33,0.036
2005-11-25,0.18,0.6,8.79,7.0,0.0198
2005-11-25,0.07,0.3,2.24,3.62,0.1094
2005-11-25,0.13,0.38,2.46,5.57,0.0813
2005-11-26,0.08,0.41,5.63,4.39,0.053
2005-11-26,0.03,0.34,9.63,3.41,0.0332
2005-12-07,1.02,0.96,16.24,16.9,0.0015
2005-12-07,0.56,1.01,7.73,8.47,0.0129
2005-12-07,0.76,1.16,7.94,8.8,0.0103
2005-12-07,0.92,1.3,9.36,17.66,0.0028
2005-12-08,1.01,1.28,8.83,16.96,0.0035
2005-12-08,0.77,0.63,10.97,12.85,0.0082
2005-12-08,0.41,1.16,4.17,6.15,0.0235
2005-12-08,0.49,0.85,7.39,8.59,0.0163
2005-12-09,0.86,1.23,14.06,13.62,0.0021
2005-12-09,1.01,1.4,12.5,14.42,0.0021
2005-12-09,0.6,0.7,3.75,11.78,0.0265
2005-12-09,0.65,0.96,6.16,7.53,0.0198
2005-12-09,0.65,0.96,6.16,7.53,0.0198
2005-12-09,0.41,1.02,5.2,5.7,0.0248
2005-12-09,0.57,0.69,5.16,4.03,0.0456
2005-12-09,0.33,0.83,5.89,4.66,0.0307
2005-12-09,0.48,1.05,6.65,8.65,0.0142
2005-12-10,0.55,1.34,8.79,7.57,0.0078
2005-12-10,0.65,0.54,8.6,9.92,0.0178
2005-12-10,0.55,1.2,9.24,8.07,0.0082
2005-12-10,0.49,1.08,8.38,10.09,0.0089
2005-12-10,0.47,0.7,7.13,9.6,0.0185
2005-12-10,0.33,0.83,5.89,4.66,0.0307
2005-12-10,0.48,0.58,10.89,12.74,0.0085
2005-12-11,0.33,0.64,6.04,5.77,0.0341
2005-12-18,0.58,0.61,3.4,11.0,0.0338
2005-12-18,0.84,0.3,7.5,13.01,0.0219
2005-12-19,0.63,0.49,13.01,14.01,0.006
2005-12-19,0.68,0.47,13.03,13.23,0.0067
2005-12-20,0.38,0.46,9.49,8.28,0.0192
2005-12-20,0.49,0.68,12.34,12.41,0.0061
2005-12-20,1.0,0.51,9.02,8.02,0.0222
2005-12-20,0.73,0.59,13.88,10.26,0.0068
2005-12-20,0.72,0.39,9.22,7.62,0.0248
2005-12-20,0.52,0.44,8.57,8.1,0.0238
2005-12-20,0.45,0.35,9.34,8.27,0.0229
2005-12-20,0.64,0.73,12.64,9.86,0.0072
2005-12-28,0.54,0.58,12.51,13.16,0.0063
2005-12-28,0.75,0.12,12.13,14.58,0.0108
2005-12-28,0.59,0.58,14.76,10.69,0.0056
2005-12-28,0.71,0.16,12.12,14.9,0.0099
2005-12-28,1.09,0.3,12.4,9.32,0.0148
2005-12-28,0.67,0.08,10.27,13.45,0.0171
2005-12-28,0.6,0.11,9.67,11.98,0.0208
2005-12-29,0.63,0.43,13.16,11.11,0.0085
2005-12-29,0.54,0.43,14.08,10.4,0.0077
2005-12-29,0.54,0.41,8.94,11.57,0.0165
2005-12-29,0.77,0.13,12.35,12.75,0.0124
2005-12-29,0.82,0.15,12.16,12.33,0.0132
2005-12-29,0.79,0.25,11.37,14.71,0.0103
2005-12-29,1.03,0.06,14.47,16.0,0.0072
2005-12-30,0.91,0.11,14.37,14.22,0.0081
2005-12-30,0.78,0.19,12.91,13.79,0.0095
2005-12-30,1.01,0.27,14.61,14.12,0.0065
2005-12-30,0.91,0.04,13.72,14.14,0.0099
2005-12-30,0.89,0.2,13.78,14.11,0.008
2005-12-30,0.83,0.15,12.01,13.53,0.012
2005-12-30,1.03,0.18,20.47,26.36,0.0008
2005-12-31,0.86,0.18,13.47,15.11,0.0078
2005-12-31,0.96,0.08,13.84,15.16,0.0084
2005-12-31,1.11,0.2,15.37,16.1,0.0052
2005-12-31,0.91,0.13,9.94,14.47,0.0159
2005-12-31,0.88,0.15,12.98,13.93,0.0099
2006-01-01,0.64,0.18,10.03,11.92,0.0182
2006-01-01,0.86,0.16,12.37,12.44,0.0125
2006-01-01,0.96,0.1,16.59,13.8,0.0059
2006-01-01,1.1,0.05,20.74,17.6,0.0022
2006-01-08,0.91,0.19,14.54,17.66,0.005
2006-01-09,0.63,0.34,11.09,9.79,0.0154
2006-01-09,0.71,0.25,13.76,11.0,0.01
2006-01-09,0.83,0.37,16.44,12.25,0.0049
2006-01-09,0.5,0.18,7.21,5.99,0.0503
2006-01-09,0.49,0.2,8.99,7.86,0.0306
2006-01-09,0.59,0.31,17.16,13.31,0.0041
2006-01-09,0.59,0.31,17.16,13.31,0.0041
2006-01-09,0.85,0.37,11.17,11.34,0.013
2006-01-10,0.51,0.48,12.11,9.21,0.0113
2006-01-10,0.55,0.44,12.93,10.42,0.0093
2006-01-10,0.51,0.43,13.09,10.5,0.009
2006-01-10,0.82,0.57,24.63,7.24,0.0016
2006-01-10,0.63,0.55,6.85,7.7,0.0291
2006-02-09,0.48,0.24,4.5,6.04,0.071
2006-02-09,0.5,0.38,4.0,5.72,0.0671
2006-02-09,0.5,0.35,3.78,5.72,0.0719
2006-02-10,1.62,0.41,2.9,5.86,0.0907
2006-02-10,0.81,0.32,3.44,7.41,0.0705
2006-02-10,0.46,0.34,3.4,6.29,0.0727
2006-02-10,0.37,0.11,3.12,5.0,0.1104
2006-02-10,0.41,0.29,4.64,4.57,0.0743
2006-02-10,0.62,0.42,3.68,6.03,0.0665
2006-02-10,0.3,0.25,4.91,5.34,0.0683
2006-02-10,0.33,0.08,5.33,4.81,0.0828
2006-02-10,0.55,0.44,4.07,6.39,0.0583
2006-02-10,0.43,0.03,4.8,5.98,0.0867
2006-02-10,0.48,0.39,3.59,7.68,0.0584
2006-02-10,0.41,0.11,7.16,5.68,0.056
2006-02-10,0.42,0.07,4.47,6.31,0.0843
2006-02-10,0.7,0.56,4.5,9.66,0.0351
2006-02-10,0.43,0.16,4.61,7.68,0.0652
2006-02-10,0.53,0.08,6.66,7.34,0.0547
2006-02-10,0.43,0.16,4.61,7.68,0.0652
2006-02-10,0.98,0.66,3.48,6.62,0.0515
2006-02-10,0.98,0.03,8.61,9.18,0.0384
2006-02-10,0.51,0.32,4.09,6.77,0.0644
2006-02-11,0.32,0.22,4.13,6.47,0.072
2006-02-11,0.48,0.03,6.86,6.55,0.0602
2006-02-11,0.94,0.64,28.08,12.8,0.0005
2006-02-11,0.62,0.12,8.92,9.08,0.031
2006-02-11,0.44,0.79,4.01,6.49,0.0372
2006-02-11,0.63,0.06,9.15,11.91,0.0244
2006-02-11,0.35,0.76,3.11,6.38,0.0445
2006-02-11,1.1,0.02,31.16,16.16,0.0005
2006-02-11,0.55,0.1,7.34,7.9,0.0455
2006-02-11,0.6,0.03,7.66,9.09,0.0423
2006-02-11,0.35,0.02,3.03,5.37,0.1195
2006-02-11,0.87,0.03,36.02,11.31,0.0003
2006-02-11,0.49,0.05,7.07,8.88,0.0455
2006-02-11,0.84,0.02,25.17,12.52,0.0018
2006-02-11,0.45,0.06,4.63,0.1,0.1466
2006-02-11,0.27,0.04,11.97,6.38,0.0257
2006-02-11,0.45,0.2,3.16,3.98,0.1099
2006-02-11,0.98,0.01,25.37,13.95,0.0015
2006-02-11,0.58,0.05,10.33,4.94,0.0402
2006-02-11,0.39,0.25,4.8,3.69,0.0823
2006-02-11,1.17,0.83,29.56,13.82,0.0003
2006-02-11,0.37,0.22,3.56,2.93,0.1099
2006-02-12,0.45,0.06,14.65,6.09,0.0172
2006-02-12,1.03,0.72,30.76,14.34,0.0002
2006-02-12,0.58,0.2,4.7,2.73,0.0998
2006-02-12,0.49,0.06,9.08,5.03,0.0474
2006-02-12,1.07,0.59,34.74,13.39,0.0002
2006-02-12,0.51,0.1,4.44,5.71,0.0877
2006-02-12,0.59,0.42,7.37,8.25,0.0296
2006-02-12,1.02,0.34,35.5,15.63,0.0002
2006-02-12,0.58,0.06,8.63,10.03,0.0317
2006-02-12,0.56,0.14,7.05,6.76,0.0508
2006-02-12,0.67,0.14,10.5,11.98,0.0177
2006-02-12,0.38,0.1,2.85,6.58,0.1008
2006-02-12,0.54,0.07,2.56,7.15,0.1061
2006-02-13,0.49,0.25,5.02,8.59,0.0507
2006-02-13,0.56,0.03,8.75,7.58,0.0409
2006-02-13,0.56,0.15,4.22,8.56,0.0659
2006-02-13,0.55,0.03,10.23,6.41,0.0361
2006-02-13,0.71,0.12,3.93,7.39,0.0817
2006-02-13,0.51,0.12,4.44,7.69,0.0711
2006-02-13,0.73,0.6,4.12,9.06,0.0378
2006-02-13,0.59,0.18,4.08,10.82,0.0526
2006-02-18,1.2,0.87,39.73,15.59,0.0
2006-02-18,1.14,0.62,37.68,15.92,0.0001
2006-02-18,1.06,0.77,30.71,15.28,0.0002
2006-02-18,1.1,0.58,31.76,15.21,0.0002
2006-02-18,1.08,0.63,24.43,12.42,0.001
2006-02-19,0.85,0.01,23.92,12.3,0.0022
2006-02-19,1.03,0.39,31.12,14.45,0.0003
2006-02-19,1.03,0.39,31.12,14.45,0.0003
2006-02-19,1.03,0.44,26.74,15.04,0.0006
2006-02-19,0.96,0.51,28.04,15.04,0.0005
2006-02-19,1.01,0.09,26.8,16.03,0.0009
2006-02-20,0.99,0.04,20.99,14.91,0.0028
2006-02-20,1.02,0.02,26.25,13.1,0.0014
2006-02-20,0.59,0.02,10.95,8.27,0.0273
2006-02-20,0.95,0.19,24.15,14.0,0.0015
2006-02-21,0.94,0.12,28.81,15.23,0.0007
2006-02-21,0.96,0.26,26.34,15.81,0.0008
2006-02-21,0.54,0.03,12.94,9.29,0.0174
2006-02-21,0.93,0.02,28.11,16.27,0.0007
2006-02-21,0.51,0.05,12.44,7.29,0.0224
2006-02-21,0.59,0.04,12.0,6.59,0.0265
2006-02-21,0.42,0.04,11.49,6.24,0.0289
2006-02-21,0.54,0.03,12.91,8.79,0.0184
2006-02-21,0.48,0.03,15.58,8.18,0.0125
2006-02-22,0.52,0.02,14.74,8.26,0.0145
2006-02-23,1.18,0.02,17.03,7.62,0.0119
2006-02-23,0.56,0.02,15.13,7.96,0.0141
2006-02-23,0.57,0.02,13.9,7.3,0.0185
2006-02-24,0.49,0.02,14.64,8.22,0.0147
2006-02-24,0.57,0.03,14.63,7.36,0.0161
2006-02-24,0.53,0.05,14.42,6.97,0.0168
2006-02-24,0.57,0.03,12.72,7.78,0.0211
2006-02-24,0.54,0.03,16.65,9.85,0.0089
2006-03-09,0.73,0.05,16.41,9.66,0.0095
2006-03-09,0.86,0.02,10.98,9.15,0.026
2006-03-16,0.51,0.05,12.6,6.79,0.0229
2006-03-16,0.49,0.04,13.7,6.86,0.0192
2006-03-17,0.5,0.03,13.71,8.16,0.0171
2006-03-17,0.49,0.03,12.45,7.14,0.0232
2006-04-05,0.76,0.02,13.04,6.04,0.0249
2006-04-06,1.13,0.02,7.14,5.27,0.0733
2006-04-06,1.13,0.03,2.98,6.27,0.1239
2006-04-07,0.67,0.02,3.06,2.38,0.1623
2006-04-07,1.0,0.02,4.41,7.77,0.0864
2006-04-08,0.66,0.01,4.25,3.26,0.128
2006-04-08,0.74,0.04,4.17,7.18,0.0887
2006-04-08,0.66,0.03,5.01,6.55,0.0827
2006-04-08,0.76,0.02,4.59,11.63,0.0561
2006-04-11,0.78,0.04,6.39,9.8,0.0493
2006-04-11,0.49,0.02,2.62,5.01,0.1339
2006-04-11,0.4,0.01,1.6,4.41,0.1627
2006-04-12,0.9,0.02,3.55,3.77,0.1389
2006-04-14,0.81,0.03,19.06,9.65,0.0064
2006-04-14,0.38,0.01,3.98,6.8,0.0925
2006-04-14,0.73,0.02,16.12,10.89,0.0092
2006-04-14,0.28,0.02,5.05,6.25,0.0804
2006-04-14,0.63,0.02,13.53,9.67,0.0157
2006-04-14,0.79,0.04,13.03,11.75,0.0138
2006-04-15,0.37,0.02,10.17,4.0,0.0453
2006-04-15,0.31,0.02,7.18,3.62,0.0745
2006-04-15,0.51,0.02,4.64,5.89,0.0919
2006-04-15,0.78,0.03,14.96,12.37,0.0095
2006-04-15,0.25,0.01,1.38,1.94,0.2016
2006-04-15,0.5,0.02,2.46,3.39,0.1579
2006-04-15,0.78,0.02,16.8,11.78,0.0076
2006-04-15,0.28,0.01,4.92,3.16,0.1103
2006-04-15,0.55,0.02,14.95,6.61,0.0166
2006-04-15,0.19,0.01,2.38,3.05,0.1588
2006-04-15,0.38,0.03,3.12,4.54,0.1262
2006-04-15,0.37,0.03,4.03,5.96,0.0968
2006-04-15,0.39,0.01,2.64,2.83,0.1607
2006-04-16,0.48,0.03,2.56,5.55,0.1271
2006-04-16,0.67,0.01,0.93,4.66,0.1818
2006-04-16,0.54,0.03,3.35,7.4,0.0965
2006-04-16,0.5,0.02,5.2,9.35,0.0607
2006-04-16,0.52,0.03,3.38,9.74,0.077
2006-04-16,0.63,0.03,4.4,6.93,0.0872
2006-04-16,0.53,0.03,3.48,6.9,0.0989
2006-04-17,0.58,0.03,5.28,8.91,0.0626
2006-04-22,0.47,0.04,11.26,4.08,0.0375
2006-04-22,0.99,0.03,13.18,10.83,0.0155
2006-04-22,0.63,0.03,15.77,13.72,0.0071
2006-04-22,0.48,0.04,10.29,6.69,0.0339
2006-04-22,0.39,0.03,8.05,3.44,0.0663
2006-04-23,0.21,0.03,7.12,0.37,0.0989
2006-04-23,0.21,0.03,7.43,1.54,0.0847
2006-04-23,0.43,0.03,8.82,5.04,0.0507
2006-04-23,0.6,0.03,10.53,4.55,0.0416
2006-04-23,1.05,0.04,16.69,13.18,0.0068
2006-04-24,0.29,0.02,5.48,6.79,0.0716
2006-04-24,0.29,0.01,2.0,5.39,0.1389
2006-04-24,0.14,0.02,6.76,1.04,0.0983
2006-04-24,0.17,0.02,6.92,0.79,0.0986
2006-04-25,0.13,0.02,9.48,1.63,0.061
2006-04-25,0.79,0.03,15.2,13.65,0.0081
2006-04-25,0.88,0.02,16.27,13.93,0.0068
2006-04-25,0.84,0.03,15.37,14.1,0.0076
2006-04-25,0.2,0.01,1.2,3.76,0.1764
2006-04-25,0.34,0.01,0.93,3.15,0.1964
2006-05-12,0.5,0.01,5.74,9.83,0.0539
2006-05-12,0.21,0.01,4.37,4.87,0.1014
2006-05-12,0.3,0.01,1.72,2.39,0.1869
2006-05-13,0.2,0.01,3.73,4.7,0.1131
2006-05-13,0.27,0.01,4.09,4.74,0.108
2006-05-13,0.23,0.01,3.73,4.46,0.1161
2006-05-13,0.25,0.01,1.91,3.54,0.1641
2006-05-13,0.29,0.01,3.68,4.11,0.1218
2006-05-14,0.43,0.02,11.21,8.3,0.0254
2006-05-14,0.35,0.01,12.09,7.18,0.0245
2006-05-14,0.35,0.01,12.09,7.18,0.0245
2006-05-14,0.25,0.01,8.12,10.2,0.0341
2006-05-14,0.26,0.01,0.1,8.08,0.1435
2006-05-14,0.34,0.01,6.02,10.13,0.0488
2006-05-14,0.3,0.01,3.53,7.84,0.0888
2006-05-14,0.25,0.01,2.63,5.58,0.1239
2006-06-08,0.23,0.06,16.49,5.0,0.0136
2006-06-08,0.2,0.07,22.29,12.52,0.0024
2006-06-08,0.22,0.09,16.84,18.61,0.0031
2006-06-08,0.64,0.11,23.46,13.25,0.0019
2006-06-09,0.25,0.06,1.3,2.89,0.1788
2006-06-09,0.26,0.03,11.0,5.9,0.0319
2006-06-09,0.23,0.1,10.96,5.04,0.0319
2006-06-09,0.22,0.08,4.23,4.37,0.1001
2006-06-09,0.22,0.15,2.18,11.26,0.0663
2006-06-09,0.23,0.12,21.97,3.97,0.0056
2006-06-10,0.22,0.1,10.82,5.66,0.0306
2006-06-10,0.36,0.1,7.81,7.23,0.0436
2006-06-11,0.52,0.15,0.18,7.57,0.1321
2006-06-11,0.22,0.18,25.47,2.87,0.0033
2006-06-11,0.27,0.13,22.19,6.8,0.0041
2006-06-11,0.18,0.13,26.55,6.82,0.0019
2006-06-11,0.26,0.11,4.3,7.42,0.0724
2006-06-12,0.21,0.09,17.65,6.46,0.0093
2006-06-12,0.21,0.06,37.75,5.81,0.0004
2006-06-12,0.21,0.06,37.75,5.81,0.0004
2006-06-12,0.2,0.14,28.35,6.09,0.0015
2006-06-12,0.98,0.05,29.06,5.46,0.0019
2006-06-12,0.2,0.09,16.95,5.5,0.0115
2006-06-12,0.17,0.01,15.18,3.96,0.0198
2006-06-12,0.1,0.07,6.56,3.57,0.075
2006-06-13,0.13,0.07,3.21,3.44,0.1263
2006-06-13,0.37,0.06,5.62,9.55,0.052
2006-06-13,0.6,0.18,11.59,3.94,0.0309
2006-06-13,0.19,0.11,13.21,5.43,0.0208
2006-06-13,0.21,0.09,9.0,4.88,0.0448
2006-06-13,0.19,0.02,8.05,3.03,0.0675
2006-06-13,0.16,0.17,3.09,3.32,0.1166
2006-06-13,0.12,0.11,5.05,1.49,0.1095
2006-06-13,0.08,0.04,16.77,3.23,0.0155
2006-06-14,0.11,0.04,20.45,3.68,0.0081
2006-06-14,0.17,0.01,2.89,5.14,0.1225
2006-06-14,0.17,0.08,3.92,3.07,0.117
2006-06-14,0.15,0.03,1.25,3.7,0.1712
2006-06-14,0.15,0.02,10.51,2.5,0.0479
2006-06-14,0.23,0.01,7.9,3.08,0.07
2006-06-15,0.22,0.08,10.15,4.22,0.0403
2006-06-15,0.23,0.02,11.09,1.29,0.0497
2006-06-15,0.17,0.04,9.4,2.34,0.0567
2006-06-16,0.14,0.07,9.26,1.19,0.0621
2006-06-16,0.16,0.01,8.91,4.08,0.0537
2006-06-16,0.19,0.02,3.11,2.92,0.1432
2006-06-16,0.2,0.01,11.86,1.77,0.0423
2006-06-16,0.86,0.22,2.84,13.43,0.0495
2006-06-16,0.09,0.03,8.97,3.34,0.0551
2006-06-16,0.46,0.24,6.08,9.2,0.0406
2006-06-16,0.07,0.02,25.67,5.78,0.0028
2006-06-17,0.14,0.02,2.58,2.3,0.1616
2006-06-17,0.17,0.05,7.37,3.68,0.0678
2006-06-17,0.16,0.02,3.51,3.46,0.1283
2006-06-17,0.18,0.01,11.23,5.94,0.031
2006-06-18,0.2,0.02,3.39,4.51,0.1196
2006-06-18,0.12,0.01,11.07,2.59,0.0437
2006-06-18,0.17,0.06,3.69,8.69,0.0739
2006-06-19,0.12,0.03,16.31,4.47,0.0151
2006-06-19,0.08,0.02,17.37,3.85,0.0136
2006-06-19,0.1,0.01,18.15,5.48,0.0103
2006-06-19,0.09,0.04,0.55,3.06,0.1949
2006-06-20,0.1,0.01,0.74,1.93,0.215
2006-06-20,0.13,0.12,20.92,5.02,0.0059
2006-06-20,0.15,0.05,0.27,7.43,0.1395
2006-06-20,0.18,0.09,5.99,3.74,0.0797
2006-06-20,0.11,0.06,17.03,5.01,0.0122
2006-06-20,0.11,0.12,11.05,5.74,0.028
2006-08-04,0.21,0.09,7.82,1.89,0.0719
2006-08-05,0.19,0.17,9.82,11.76,0.0179
2006-08-05,0.2,0.21,3.82,5.65,0.081
2006-08-05,0.17,0.22,2.85,5.96,0.0898
2006-08-05,0.2,0.04,4.5,1.19,0.1336
2006-08-05,0.31,0.02,3.57,1.07,0.1602
2006-08-05,0.55,0.15,5.43,7.9,0.0579
2006-08-05,0.64,0.27,4.09,8.83,0.0574
2006-08-05,0.15,0.09,7.72,1.63,0.0741
2006-08-05,0.1,0.13,5.07,1.68,0.1045
2006-08-05,0.55,0.15,5.43,7.9,0.0579
2006-08-06,0.16,0.28,4.23,6.76,0.0625
2006-08-06,0.49,0.28,6.01,8.88,0.0406
2006-08-06,0.12,0.26,1.91,10.52,0.0639
2006-08-06,0.08,0.09,7.02,3.15,0.0707
2006-08-06,0.13,0.17,3.75,7.09,0.0741
2006-08-06,0.14,0.31,5.07,4.63,0.0645
2006-08-06,0.09,0.15,5.49,5.82,0.0649
2006-08-07,0.08,0.09,4.96,8.31,0.0597
2006-08-07,0.14,0.14,7.45,1.61,0.0728
2006-08-07,0.11,0.25,6.18,2.18,0.0733
2006-08-07,0.09,0.05,10.01,2.84,0.0478
2006-08-09,0.08,0.01,14.74,3.11,0.0228
2006-08-09,0.09,0.08,1.25,1.19,0.1983
2006-08-09,0.31,0.38,14.01,3.31,0.0164
2006-08-09,0.14,0.02,0.3,1.47,0.235
2006-08-09,0.11,0.03,8.26,2.55,0.0666
2006-08-09,0.11,0.02,13.33,5.8,0.0218
2006-08-09,0.1,0.39,2.91,1.26,0.1111
2006-08-09,0.1,0.46,1.51,1.36,0.125
2006-08-10,0.13,0.13,0.35,1.09,0.2152
2006-08-10,0.14,0.06,0.89,1.01,0.2169
2006-08-10,0.18,0.02,7.43,3.25,0.0726
2006-08-11,0.24,0.07,10.01,6.5,0.0335
2006-08-11,0.21,2.28,15.57,5.9,0.0008
2006-08-11,0.09,1.36,1.67,1.25,0.0421
2006-08-11,0.28,0.07,0.25,1.1,0.2361
2006-08-12,0.21,0.18,6.23,1.3,0.0872
2006-08-12,0.07,0.01,10.62,3.57,0.0423
2006-08-12,0.14,0.01,1.0,4.9,0.1633
2006-08-12,0.31,0.02,7.45,7.41,0.0497
2006-08-15,0.09,0.06,0.13,4.25,0.1831
2006-08-15,0.08,0.19,2.86,1.37,0.1385
2006-08-15,0.28,0.06,2.54,8.3,0.093
2006-08-15,0.27,0.01,3.21,2.47,0.1502
2006-08-15,0.13,2.36,19.14,2.91,0.0006
2006-08-16,0.44,0.02,5.4,2.04,0.1152
2006-08-16,0.14,0.09,3.71,2.17,0.1287
2006-08-16,0.11,0.09,9.39,4.62,0.0424
2006-08-16,0.18,0.16,6.74,2.64,0.0724
2006-08-29,0.16,0.03,3.88,1.69,0.1406
2006-08-29,0.18,0.1,10.87,1.54,0.0452
2006-08-29,0.08,0.01,7.27,3.07,0.0754
2006-08-30,0.09,0.08,5.65,4.3,0.0795
2006-08-30,0.22,0.02,10.83,4.51,0.0378
2006-08-30,0.2,0.02,3.49,3.34,0.1308
2006-08-30,0.15,0.05,10.15,3.75,0.0433
2006-08-30,0.11,0.07,1.18,1.94,0.1908
2006-09-02,0.12,0.04,1.91,4.56,0.1426
2006-10-10,0.46,0.03,0.59,6.16,0.1593
2006-10-10,0.15,0.02,0.7,6.34,0.1491
2006-10-10,0.06,0.07,0.62,4.54,0.1645
2006-10-10,0.17,0.01,0.64,8.47,0.1265
2006-10-11,0.06,0.04,1.45,6.82,0.1237
2006-10-11,0.04,0.01,0.63,1.41,0.2255
2006-10-11,0.06,0.03,0.2,4.21,0.187
2006-10-11,0.34,0.03,0.89,6.22,0.1492
2006-10-12,0.06,0.4,5.9,16.0,0.0163
2006-10-12,0.03,0.27,1.22,5.6,0.1094
2006-10-12,0.53,0.31,18.04,7.37,0.0064
2006-10-12,0.05,0.02,1.61,4.43,0.1523
2006-10-12,0.01,0.17,14.47,4.84,0.0162
2006-10-13,0.14,0.01,2.07,3.73,0.1553
2006-10-13,0.15,0.06,2.49,5.55,0.118
2006-10-13,0.03,0.01,0.3,4.66,0.1807
2006-10-13,0.12,0.09,2.24,6.15,0.1115
2006-10-13,0.05,0.05,4.25,3.27,0.1112
2006-10-13,0.22,0.01,2.23,5.61,0.1304
2006-10-13,0.05,0.01,2.44,3.15,0.1529
2006-10-13,0.21,0.02,0.12,2.18,0.2297
2006-10-13,0.05,0.24,0.74,2.33,0.1623
2006-10-13,0.04,1.52,1.49,2.81,0.0302
2006-10-14,0.06,0.24,4.45,3.11,0.0879
